symbol,market,name,em_code,em_id
DES,US,WisdomTree U.S. SmallCap Divide,107.DES,107
MGNR,US,American Beacon GLG Natural Res,107.MGNR,107
ECNS,US,iShares MSCI China Small-Cap ET,107.ECNS,107
MTRN,US,Materion Corp,106.MTRN,106
MPC,US,马拉松原油,106.MPC,106
MFH,US,Mercurity Fintech Holding Inc,105.MFH,105
SWK,US,史丹利百得,106.SWK,106
PFFL,US,ETRACS 2xMonthly Pay Leveraged ,107.PFFL,107
CAF,US,中国A股指数ETF-摩根士丹利,106.CAF,106
AMLP,US,Alerian MLP ETF,107.AMLP,107
RYAAY,US,瑞安航空(US ADR),105.RYAAY,105
GT,US,固特异轮胎橡胶,105.GT,105
ERX,US,二倍做多能源ETF-Direxion,107.ERX,107
RWAY,US,Runway Growth Finance Corp,105.RWAY,105
CMRX,US,Chimerix Inc,105.CMRX,105
RYN,US,雷欧尼尔,106.RYN,106
SURE,US,AdvisorShares Insider Advantage,107.SURE,107
BPYPO,US,Brookfield Property Partners LP,105.BPYPO,105
TSME,US,Thrivent Small-Mid Cap ESG ETF,107.TSME,107
BOF,US,BranchOut Food Inc,105.BOF,105
GSC,US,Goldman Sachs Small Cap Core Eq,107.GSC,107
IPDP,US,Dividend Performers ETF,107.IPDP,107
HMN,US,霍勒斯曼恩,106.HMN,106
FREY,US,FREYR Battery Inc,106.FREY,106
CLIR,US,ClearSign Technologies Corp,105.CLIR,105
PWR,US,广达服务,106.PWR,106
IPAR,US,依特香水,105.IPAR,105
EZM,US,WisdomTree U.S. MidCap Fund,107.EZM,107
UVE,US,万全保险,106.UVE,106
EQH,US,安盛公平控股,106.EQH,106
RMBI,US,Richmond Mutual Bancorporation ,105.RMBI,105
CIG_C,US,Cemig ADR,106.CIG_C,106
AVSC,US,Avantis U.S Small Cap Equity ET,107.AVSC,107
BIDU,US,百度,105.BIDU,105
IPG,US,埃培智,106.IPG,106
EXEEL,US,Expand Energy Corp Wt,105.EXEEL,105
PKE,US,帕克航空航天,106.PKE,106
IRMD,US,iRadimed Corp,105.IRMD,105
LMAT,US,勒梅特微管医疗,105.LMAT,105
NXRT,US,NexPoint Residential Trust Inc,106.NXRT,106
ATO,US,Atmos Energy Corp,106.ATO,106
TRU,US,TransUnion,106.TRU,106
OESX,US,Orion Energy Systems Inc,105.OESX,105
TELO,US,Telomir Pharmaceuticals Inc,105.TELO,105
TPSC,US,Timothy Plan US Small Cap Core ,107.TPSC,107
HIG,US,哈特福德金融,106.HIG,106
EQC,US,Equity Commonwealth,106.EQC,106
EMX,US,EMX Royalty Corp,107.EMX,107
OGE,US,OGE Energy Corp,106.OGE,106
MKFG,US,Markforged Holding Corp,106.MKFG,106
MG,US,Mistras Group Inc,106.MG,106
EWX,US,SPDR S&P Emerging Markets Small,107.EWX,107
HSDT,US,Helius Medical Technologies Inc,105.HSDT,105
BY,US,署名银行,106.BY,106
WEAV,US,Weave Communications Inc,106.WEAV,106
FUND,US,Sprott Focus Trust,105.FUND,105
UHAL_B,US,U-Haul Holding Co-N,106.UHAL_B,106
IRM,US,铁山,106.IRM,106
KRT,US,Karat Packaging Inc,105.KRT,105
TPC,US,Tutor Perini Corp,106.TPC,106
HQY,US,HealthEquity Inc,105.HQY,105
FLNG,US,FLEX LNG Ltd,106.FLNG,106
ARW,US,艾睿电子,106.ARW,106
CPAY,US,Corpay Inc,106.CPAY,106
NDSN,US,诺信,105.NDSN,105
PSNY,US,极星汽车,105.PSNY,105
HLLY,US,Holley Inc,106.HLLY,106
AMP,US,阿默普莱斯金融,106.AMP,106
BDC,US,百通公司,106.BDC,106
OSCV,US,Opus Small Cap Value ETF,107.OSCV,107
ADUS,US,爱德斯,105.ADUS,105
UIS,US,优利系统,106.UIS,106
SCD,US,LMP Capital and Income Fund,106.SCD,106
URAN,US,Themes Uranium & Nuclear ETF,107.URAN,107
TDG,US,TransDigm Group Inc,106.TDG,106
DCGO,US,DocGo Inc,105.DCGO,105
HLIO,US,Helios Technologies Inc,106.HLIO,106
MNR,US,Mach Natural Resources LP,106.MNR,106
GMS,US,GMS Inc,106.GMS,106
UNTY,US,联合银行,105.UNTY,105
FDFF,US,Fidelity Disruptive Finance ETF,105.FDFF,105
BHFAN,US,Brighthouse Financial Inc Serie,105.BHFAN,105
ESQ,US,艾斯奎尔金融控股,105.ESQ,105
WTS,US,沃茨水工业,106.WTS,106
FATBB,US,FAT Brands Inc-B,105.FATBB,105
BHB,US,Bar Harbor Bankshares,107.BHB,107
MCHP,US,微芯科技,105.MCHP,105
SR,US,Spire Inc,106.SR,106
XPON,US,Expion360 Inc,105.XPON,105
LSPD,US,Lightspeed Commerce Inc,106.LSPD,106
PHO,US,水资源ETF-PowerShares,105.PHO,105
NFXS,US,Direxion Daily NFLX Bear 1X Sha,105.NFXS,105
REM,US,房地产按揭贷款ETF-iShares,107.REM,107
ELME,US,Elme Communities Trust,106.ELME,106
EMLP,US,First Trust North American Ener,107.EMLP,107
INTU,US,财捷,105.INTU,105
TGNA,US,TEGNA Inc,106.TGNA,106
SAIA,US,Saia Inc,105.SAIA,105
PX,US,P10 Inc-A,106.PX,106
BXC,US,布鲁林克斯,106.BXC,106
GEOS,US,Geospace Technologies Corp,105.GEOS,105
LOGI,US,罗技,105.LOGI,105
JPSV,US,JPMorgan Active Small Cap Value,107.JPSV,107
ETV,US,Eaton Vance Tax-Managed Buy-Wri,106.ETV,106
DIN,US,Dine Brands Global Inc,106.DIN,106
APP,US,Applovin Corp-A,105.APP,105
VIAV,US,Viavi Solutions Inc,105.VIAV,105
ULE,US,二倍做多欧元ETF-ProShares,107.ULE,107
OMF,US,OneMain Holdings Inc,106.OMF,106
LBRDK,US,Liberty Broadband Corp-C,105.LBRDK,105
IVR,US,景顺抵押资本,106.IVR,106
FDNI,US,First Trust Dow Jones Internati,105.FDNI,105
PNC,US,PNC金融服务集团,106.PNC,106
ODC,US,美国石油勘探,106.ODC,106
HPS,US,John Hancock Preferred Income F,106.HPS,106
KKR,US,KKR & Co Inc,106.KKR,106
ITEQ,US,Amplify BlueStar Israel Technol,107.ITEQ,107
BBDO,US,布拉德斯科银行,106.BBDO,106
XSLV,US,Invesco S&P SmallCap Low Volati,107.XSLV,107
AREC,US,American Resources Corp-A,105.AREC,105
FELE,US,富兰克林电子,105.FELE,105
FPX,US,First Trust US Equity Opportuni,107.FPX,107
RINC,US,AXS Real Estate Income ETF,107.RINC,107
FRST,US,Primis Financial Corp,105.FRST,105
PTC,US,PTC Inc,105.PTC,105
PGR,US,前进保险,106.PGR,106
SVIX,US,VS Trust -1x Short VIX Futures ,107.SVIX,107
AMRX,US,Amneal Pharmaceuticals Inc-A,105.AMRX,105
RXD,US,ProShares UltraShort Health Car,107.RXD,107
SKYU,US,Ultra Nasdaq Cloud Computing,105.SKYU,105
HSTM,US,健康流科技,105.HSTM,105
CALX,US,Calix Inc,106.CALX,106
FORR,US,佛罗斯特研究,105.FORR,105
FLGC,US,Flora Growth Corp,105.FLGC,105
ALRM,US,Alarm.com Holdings Inc,105.ALRM,105
COR,US,Cencora Inc,106.COR,106
IOR,US,Income Opportunity Realty Inves,107.IOR,107
PDP,US,Invesco DWA Momentum ETF,105.PDP,105
JMID,US,Janus Henderson Mid Cap Growth ,105.JMID,105
KAI,US,凯登纸业,106.KAI,106
DVDN,US,Kingsbarn Dividend Opportunity ,107.DVDN,107
DFSV,US,Dimensional US Small Cap Value ,107.DFSV,107
FLEX,US,伟创力,105.FLEX,105
LEG,US,礼恩派,106.LEG,106
AVA,US,阿维斯塔,106.AVA,106
MTCH,US,Match Group Inc,105.MTCH,105
LOUP,US,Innovator Deepwater Frontier Te,107.LOUP,107
PRO,US,PROS Holdings Inc,106.PRO,106
KBWB,US,Invesco KBW Bank ETF,105.KBWB,105
OASC,US,OneAscent Small Cap Core ETF,107.OASC,107
HPKEW,US,HighPeak Energy Inc Wt,105.HPKEW,105
AMTM,US,Amentum Holdings Inc,106.AMTM,106
PRAA,US,PRA Group Inc,105.PRAA,105
STGW,US,Stagwell Inc-A,105.STGW,105
PNR,US,滨特尔,106.PNR,106
ZWS,US,Zurn Elkay Water Solutions Corp,106.ZWS,106
FRBA,US,First Bank,105.FRBA,105
COIN,US,Coinbase Global Inc-A,105.COIN,105
TRTN_E,US,Triton International Ltd Series,106.TRTN_E,106
ESIX,US,SPDR S&P SmallCap 600 ESG ETF,107.ESIX,107
APPF,US,AppFolio Inc-A,105.APPF,105
CONY,US,YieldMax COIN Option Income Str,107.CONY,107
CCK,US,皇冠控股,106.CCK,106
FTV,US,Fortive Corp,106.FTV,106
MDLZ,US,亿滋国际,105.MDLZ,105
TME,US,腾讯音乐,106.TME,106
FRPT,US,Freshpet Inc,105.FRPT,105
VNT,US,Vontier Corp,106.VNT,106
SCY,US,Simplify US Small Cap PLUS Inco,107.SCY,107
NWL,US,纽威品牌,105.NWL,105
CVLG,US,契诺物流,106.CVLG,106
PSI,US,Invesco Dynamic Semiconductors ,107.PSI,107
GRC,US,The Gorman-Rupp Co,106.GRC,106
IAG,US,IAMGOLD Corp,106.IAG,106
L,US,洛斯保险,106.L,106
PANW,US,派拓网络,105.PANW,105
FLTW,US,Franklin FTSE Taiwan ETF,107.FLTW,107
MSW,US,明成集团,105.MSW,105
SHW,US,宣伟,106.SHW,106
ACEL,US,Accel Entertainment Inc-A,106.ACEL,106
DADA,US,达达,105.DADA,105
CRSH,US,YieldMax Short TSLA Option Inco,107.CRSH,107
DCO,US,杜科蒙,106.DCO,106
EIS,US,以色列ETF-iShares MSCI,107.EIS,107
UXIN,US,优信,105.UXIN,105
ALVOW,US,Alvotech Wt,105.ALVOW,105
AMAT,US,应用材料,105.AMAT,105
ODFL,US,Old Dominion Freight Line Inc,105.ODFL,105
NNN,US,NNN REIT Inc,106.NNN,106
TSLS,US,Direxion Daily TSLA Bear 1X Sha,105.TSLS,105
PW_A,US,Power REIT Series A Pfd,107.PW_A,107
RSMC,US,Rockefeller U.S. Small-Mid Cap ,107.RSMC,107
DFAT,US,Dimensional U.S. Targeted Value,107.DFAT,107
LAD,US,利西亚车行,106.LAD,106
FXED,US,Sound Enhanced Fixed Income ETF,106.FXED,106
RJF,US,瑞杰金融,106.RJF,106
THO,US,索尔工业,106.THO,106
NRT,US,北欧皇家石油信托,106.NRT,106
ADC,US,艾格里不动产,106.ADC,106
EIPX,US,FT Energy Income Partners Strat,107.EIPX,107
LMND,US,Lemonade Inc,106.LMND,106
APAM,US,Artisan Partners Asset Manageme,106.APAM,106
GOODN,US,格拉德斯通商业(优先股),105.GOODN,105
KOP,US,科佩斯控股,106.KOP,106
MQ,US,Marqeta Inc-A,105.MQ,105
DBX,US,Dropbox Inc-A,105.DBX,105
AAMI,US,Acadian Asset Management Inc,106.AAMI,106
KRNT,US,Kornit Digital Ltd,105.KRNT,105
EVLV,US,Evolv Technologies Holdings Inc,105.EVLV,105
CUZ,US,卡津斯不动产,106.CUZ,106
USVM,US,VictoryShares US Small Mid Cap ,105.USVM,105
LBRT,US,Liberty Energy Inc-A,106.LBRT,106
KEM,US,KraneShares Dynamic Emerging Ma,107.KEM,107
UMC,US,联华电子,106.UMC,106
GEGGL,US,Great Elm Group Inc Notes,105.GEGGL,105
CIVI,US,Civitas Resources Inc,106.CIVI,106
SGHC,US,Super Group (SGHC) Ltd,106.SGHC,106
RF,US,地区金融,106.RF,106
NWPX,US,西北管道,105.NWPX,105
THRM,US,Gentherm Inc,105.THRM,105
FR,US,第一工业地产信托,106.FR,106
SAWS,US,AAM Sawgrass U.S. Small Cap Qua,107.SAWS,107
EV,US,Mast Global Battery Recycling &,107.EV,107
PMO,US,Putnam Municipal Opportunities ,106.PMO,106
JBL,US,捷普,106.JBL,106
KCE,US,SPDR S&P Capital Markets ETF,107.KCE,107
CTVA,US,Corteva Inc,106.CTVA,106
PGZ,US,Principal Real Estate Income Fu,106.PGZ,106
FRHC,US,Freedom Holding Corp,105.FRHC,105
TRNO,US,Terreno Realty Corp,106.TRNO,106
LITE,US,Lumentum Holdings Inc,105.LITE,105
XRTX,US,XORTX Therapeutics Inc,105.XRTX,105
AWP,US,abrdn Global Premier Properties,106.AWP,106
AIRJW,US,AirJoule Technologies Corp Wt,105.AIRJW,105
BAC,US,美国银行,106.BAC,106
SOHU,US,搜狐,105.SOHU,105
FFSM,US,Fidelity Fundamental Small-Mid ,107.FFSM,107
CCIX,US,Churchill Capital Corp IX-A,105.CCIX,105
WERN,US,沃纳企业,105.WERN,105
SAP,US,思爱普,106.SAP,106
CMCM,US,猎豹移动,106.CMCM,106
NWG,US,NatWest Group plc ADR,106.NWG,106
DESK,US,VanEck Office and Commercial RE,107.DESK,107
CRCT,US,Cricut Inc-A,105.CRCT,105
TFII,US,TFI International Inc,106.TFII,106
RAYA,US,雷亚电子,105.RAYA,105
DON,US,WisdomTree U.S. MidCap Dividend,107.DON,107
GXO,US,GXO Logistics Inc,106.GXO,106
EDD,US,Morgan Stanley Emerging Markets,106.EDD,106
MNSBP,US,MainStreet Bancshares Inc Serie,105.MNSBP,105
SAFT,US,Safety Insurance Group Inc,105.SAFT,105
TAIT,US,Taitron Components Inc-A,105.TAIT,105
SBC,US,SBC Medical Group Holdings Inc,105.SBC,105
NUKZ,US,Range Nuclear Renaissance Index,107.NUKZ,107
ELCV,US,Eventide High Dividend ETF,107.ELCV,107
BILL,US,BILL Holdings Inc,106.BILL,106
ESP,US,Espey Mfg & Electronics Corp,107.ESP,107
LIT,US,锂ETF-Global X,107.LIT,107
JRI,US,Nuveen Real Asset Income and Gr,106.JRI,106
LOPP,US,Gabelli Love Our Planet & Peopl,107.LOPP,107
VMC,US,火神材料,106.VMC,106
NVDS,US,Tradr 1.5X Short NVDA Daily ETF,105.NVDS,105
DDIV,US,First Trust Dorsey Wright Momen,105.DDIV,105
RBLD,US,First Trust Alerian U.S. NextGe,107.RBLD,107
QCRH,US,QCR Holdings Inc,105.QCRH,105
AVAH,US,Aveanna Healthcare Holdings Inc,105.AVAH,105
AIRL,US,Themes Airlines ETF,105.AIRL,105
FLQS,US,Franklin U.S. Small Cap Multifa,107.FLQS,107
APLE,US,Apple Hospitality REIT Inc,106.APLE,106
PSCM,US,Invesco S&P SmallCap Materials ,105.PSCM,105
INV,US,Innventure Inc,105.INV,105
WS,US,Worthington Steel Inc,106.WS,106
AVAV,US,AeroVironment Inc,105.AVAV,105
LADR,US,Ladder Capital Corp-A,106.LADR,106
HAO,US,浩希传媒,105.HAO,105
CLSK,US,CleanSpark Inc,105.CLSK,105
POOL,US,Pool Corp,105.POOL,105
FYX,US,First Trust Small Cap Core Alph,105.FYX,105
MAIN,US,Main Street Capital Corp,106.MAIN,106
OPBK,US,OP Bancorp,105.OPBK,105
JSML,US,Janus Henderson Small Cap Growt,105.JSML,105
PRMB,US,Primo Brands Corp-A,106.PRMB,106
ETWO,US,E2open Parent Holdings Inc-A,106.ETWO,106
DXLG,US,Destination XL Group Inc,105.DXLG,105
PLTY,US,YieldMax PLTR Option Income Str,107.PLTY,107
SLYV,US,SPDR S&P 600 Small Cap Value ET,107.SLYV,107
COHU,US,科休半导体,105.COHU,105
GGG,US,固瑞克,106.GGG,106
GII,US,SPDR S&P Global Infrastructure ,107.GII,107
IZRL,US,ARK Israel Innovative Technolog,107.IZRL,107
BRLSW,US,Borealis Foods Inc Wt,105.BRLSW,105
OI,US,欧文斯伊利诺斯玻璃,106.OI,106
BCS,US,巴克莱,106.BCS,106
PDS,US,Precision Drilling Corp,106.PDS,106
INOD,US,Innodata Inc,105.INOD,105
SFST,US,Southern First Bancshares Inc,105.SFST,105
XMLV,US,Invesco S&P MidCap Low Volatili,107.XMLV,107
EES,US,WisdomTree U.S. SmallCap Fund,107.EES,107
CRS,US,卡朋特科技,106.CRS,106
ALAR,US,Alarum Technologies Ltd ADR,105.ALAR,105
TRUE,US,TrueCar Inc,105.TRUE,105
ORCL,US,甲骨文,106.ORCL,106
QFIN,US,奇富科技,105.QFIN,105
BRBR,US,BellRing Brands Inc,106.BRBR,106
PSC,US,Principal U.S. Small-Cap Multi-,105.PSC,105
NRSH,US,Aztlan North America Nearshorin,107.NRSH,107
RFIL,US,RF Industries Ltd,105.RFIL,105
CMCO,US,哥伦布-麦金农,105.CMCO,105
LINC,US,林肯教育服务,105.LINC,105
ENB,US,恩桥,106.ENB,106
PSMT,US,普尔斯玛特,105.PSMT,105
CARZ,US,First Trust S-Network Future Ve,105.CARZ,105
TRV,US,旅行者保险,106.TRV,106
LEA,US,李尔,106.LEA,106
VRNS,US,Varonis Systems Inc,105.VRNS,105
XSHQ,US,Invesco S&P SmallCap Quality ET,107.XSHQ,107
PBH,US,普雷斯蒂奇,106.PBH,106
NTAP,US,美国网存,105.NTAP,105
IGF,US,全球基础设施ETF-iShares,105.IGF,105
QD,US,趣店,106.QD,106
MAPSW,US,WM Technology Inc Wt,105.MAPSW,105
WLYB,US,约翰威立国际出版-B,106.WLYB,106
FRPH,US,FRP Holdings Inc,105.FRPH,105
LNGZ,US,Range Global LNG Ecosystem Inde,107.LNGZ,107
KBWD,US,Invesco KBW High Dividend Yield,105.KBWD,105
FYT,US,First Trust Small Cap Value Alp,105.FYT,105
FBLA,US,FB Bancorp Inc,105.FBLA,105
AVPT,US,AvePoint Inc-A,105.AVPT,105
CPK,US,切萨皮克气业,106.CPK,106
ABR_E,US,Arbor Realty Trust Inc Series E,106.ABR_E,106
REGL,US,ProShares S&P MidCap 400 Divide,107.REGL,107
NOW,US,现在服务公司,106.NOW,106
MINV,US,Matthews Asia Innovators Active,107.MINV,107
SLYG,US,SPDR S&P 600 Small Cap Growth E,107.SLYG,107
UNM,US,尤纳姆,106.UNM,106
IWN,US,罗素2000价值股ETF-iShares,107.IWN,107
EVI,US,EnviroStar Inc,107.EVI,107
ECML,US,Euclidean Fundamental Value ETF,107.ECML,107
NETZ,US,TCW Transform Systems ETF,106.NETZ,106
QCOM,US,高通,105.QCOM,105
KALA,US,卡拉制药,105.KALA,105
HIW,US,海伍兹物业,106.HIW,106
ESCA,US,攀登者,105.ESCA,105
NVT,US,nVent Electric plc,106.NVT,106
GS,US,高盛,106.GS,106
NEE,US,新纪元能源,106.NEE,106
RIV,US,RiverNorth Opportunities Fund,106.RIV,106
IMRN,US,免疫子制药,105.IMRN,105
BB,US,黑莓,106.BB,106
ARKOW,US,ARKO Corp Wt,105.ARKOW,105
IDRV,US,iShares Self-Driving EV and Tec,107.IDRV,107
TCPC,US,BlackRock TCP Capital Corp,105.TCPC,105
MNTS,US,Momentus Inc-A,105.MNTS,105
SMIZ,US,Zacks Small/Mid Cap ETF,107.SMIZ,107
URAA,US,Direxion Daily Uranium Industry,107.URAA,107
SRE,US,桑普拉能源,106.SRE,106
MAR,US,万豪国际,105.MAR,105
ICG,US,聪链,105.ICG,105
TT,US,特灵科技,106.TT,106
XES,US,油气设服ETF-SPDR S&P,107.XES,107
NECB,US,东北社区银行,105.NECB,105
GPOR,US,格尔夫波特能源,106.GPOR,106
FEM,US,First Trust Emerging Markets Al,105.FEM,105
RDFN,US,红鳍公司,105.RDFN,105
ANL,US,阿诺医药集团,105.ANL,105
VFH,US,金融指数ETF-Vanguard,107.VFH,107
FSGS,US,First Trust SMID Growth Strengt,105.FSGS,105
XVOL,US,Acruence Active Hedge U.S. Equi,107.XVOL,107
AFMC,US,First Trust Active Factor Mid C,107.AFMC,107
SUP,US,Superior Industries Internation,106.SUP,106
TCMD,US,Tactile Systems Technology Inc,105.TCMD,105
SHNY,US,MicroSectors Gold 3X Leveraged ,107.SHNY,107
LLYVK,US,Liberty Media Corp Liberty Live,105.LLYVK,105
ACIW,US,ACI环球,105.ACIW,105
KAR,US,OPENLANE Inc,106.KAR,106
SBT,US,Sterling Bancorp Inc,105.SBT,105
RXT,US,Rackspace Technology Inc,105.RXT,105
ALX,US,亚历山大,106.ALX,106
VCTR,US,Victory Capital Holdings Inc-A,105.VCTR,105
CIEN,US,Ciena科技,106.CIEN,106
GEF,US,格瑞夫-A,106.GEF,106
PPG,US,PPG工业,106.PPG,106
HCKT,US,哈克特集团,105.HCKT,105
CNXN,US,PC Connection Inc,105.CNXN,105
WLDN,US,Willdan Group Inc,105.WLDN,105
HEI_A,US,海科航空-A,106.HEI_A,106
AVT,US,安富利,105.AVT,105
DECA,US,Denali Capital Acquisition Corp,105.DECA,105
PENG,US,Penguin Solutions Inc,105.PENG,105
WTIU,US,MicroSectors Energy 3X Leverage,107.WTIU,107
MORN,US,晨星,105.MORN,105
EB,US,Eventbrite Inc-A,106.EB,106
AME,US,阿美特克,106.AME,106
STM,US,意法半导体,106.STM,106
TCBP,US,TC BioPharm (Holdings) plc ADR,105.TCBP,105
XTN,US,SPDR S&P Transportation ETF,107.XTN,107
XMMO,US,Invesco S&P MidCap Momentum ETF,107.XMMO,107
BKF,US,金砖四国ETF-iShares MSCI,107.BKF,107
TW,US,Tradeweb Markets Inc-A,105.TW,105
FESM,US,Fidelity Enhanced Small Cap ETF,107.FESM,107
ALNT,US,Allient Inc,105.ALNT,105
VXRT,US,Vaxart Inc,105.VXRT,105
CMT,US,Core Molding Technologies Inc,107.CMT,107
EWZS,US,巴西小型股ETF-iShares MSCI,105.EWZS,105
EGO,US,埃尔拉多黄金,106.EGO,106
INDF,US,Range India Financials ETF,107.INDF,107
ATGE,US,Adtalem Global Education Inc,106.ATGE,106
CSWI,US,CSW Industrials Inc,105.CSWI,105
FBIOP,US,Fortress Biotech Inc Series A P,105.FBIOP,105
DAX,US,Global X DAX Germany ETF,105.DAX,105
ELD,US,新兴市场地方债ETF-WisdomTree,107.ELD,107
AGM,US,联邦农业抵押贷款-C,106.AGM,106
ARCC,US,阿瑞斯资本,105.ARCC,105
UDOW,US,三倍做多道指ETF-ProShares,107.UDOW,107
MTVA,US,MetaVia Inc,105.MTVA,105
AXTI,US,AXT Inc,105.AXTI,105
CBRL,US,CB乡村店,105.CBRL,105
UBCP,US,联合合众银行(俄亥俄州),105.UBCP,105
NLY,US,Annaly Capital Management Inc,106.NLY,106
LII,US,雷诺士,106.LII,106
KLAC,US,科磊,105.KLAC,105
BMI,US,Badger Meter Inc,106.BMI,106
RWJ,US,Invesco S&P SmallCap 600 Revenu,107.RWJ,107
DFNL,US,Davis Select Financial ETF,107.DFNL,107
SETM,US,Sprott Critical Materials ETF,105.SETM,105
FNY,US,First Trust Mid Cap Growth Alph,105.FNY,105
LOCO,US,El Pollo Loco Holdings Inc,105.LOCO,105
VIOG,US,Vanguard S&P Small-Cap 600 Grow,107.VIOG,107
RPM,US,RPM International Inc,106.RPM,106
QLYS,US,科力斯,105.QLYS,105
FYC,US,First Trust Small Cap Growth Al,105.FYC,105
REAI,US,Intelligent Real Estate ETF,105.REAI,105
PP,US,The Meet Kevin Pricing Power ET,107.PP,107
SCDV,US,Bahl & Gaynor Small Cap Dividen,107.SCDV,107
NVIR,US,Horizon Kinetics Energy and Rem,107.NVIR,107
XJR,US,iShares ESG Screened S&P Small-,107.XJR,107
MCK,US,麦克森,106.MCK,106
FDRV,US,Fidelity Electric Vehicles and ,107.FDRV,107
FTXR,US,First Trust Nasdaq Transportati,105.FTXR,105
AMPH,US,Amphastar Pharmaceuticals Inc,105.AMPH,105
SW,US,Smurfit WestRock plc,106.SW,106
CEFS,US,Saba Closed-End Funds ETF,107.CEFS,107
EMTY,US,ProShares Decline of the Retail,107.EMTY,107
PUI,US,Invesco DWA Utilities Momentum ,105.PUI,105
BKKT,US,Bakkt Holdings Inc-A,106.BKKT,106
LPG,US,Dorian LPG Ltd,106.LPG,106
CSWC,US,西南资本,105.CSWC,105
IYF,US,美国金融ETF-iShares,107.IYF,107
LBO,US,WHITEWOLF Publicly Listed Priva,107.LBO,107
WOR,US,Worthington Industries Inc,106.WOR,106
SMLL,US,Harbor Active Small Cap ETF,107.SMLL,107
CVY,US,Invesco Zacks Multi-Asset Incom,107.CVY,107
TYL,US,泰勒科技,106.TYL,106
NFE,US,New Fortress Energy Inc-A,105.NFE,105
MTN,US,Vail Resorts Inc,106.MTN,106
RTX,US,雷神技术,106.RTX,106
RSPF,US,Invesco S&P 500 Equal Weight Fi,107.RSPF,107
RFG,US,Invesco S&P MidCap 400 Pure Gro,107.RFG,107
VTWV,US,Vanguard Russell 2000 Value ETF,105.VTWV,105
SCM,US,Stellus Capital Investment Corp,106.SCM,106
JRSH,US,Jerash Holdings (US) Inc,105.JRSH,105
BCPC,US,拜切,105.BCPC,105
VIOV,US,Vanguard S&P Small-Cap 600 Valu,107.VIOV,107
PEB_H,US,Pebblebrook Hotel Trust Series ,106.PEB_H,106
GBDC,US,Golub Capital BDC Inc,105.GBDC,105
SHEL,US,壳牌,106.SHEL,106
GRND,US,Grindr Inc,106.GRND,106
ITRI,US,埃创,105.ITRI,105
HTGC,US,海格投资,106.HTGC,106
ALK,US,阿拉斯加航空,106.ALK,106
KFY,US,光辉国际,106.KFY,106
FI,US,费哲金融服务,106.FI,106
ARKX,US,ARK Space Exploration & Innovat,107.ARKX,107
VBR,US,Vanguard Small-Cap Value ETF,107.VBR,107
SF_B,US,Stifel Financial Corp Series B ,106.SF_B,106
EPOL,US,波兰ETF-iShares MSCI,107.EPOL,107
IJS,US,iShares S&P Small-Cap 600 Value,107.IJS,107
NWE,US,NorthWestern Energy Group Inc,105.NWE,105
SEI,US,Solaris Energy Infrastructure I,106.SEI,106
VRE,US,Veris Residential Inc,106.VRE,106
BOH_A,US,Bank of Hawaii Corp Series A Pf,106.BOH_A,106
SEVN,US,Seven Hills Realty Trust,105.SEVN,105
GENC,US,范科工业,107.GENC,107
BOW,US,Bowhead Specialty Holdings Inc,106.BOW,106
RBLX,US,Roblox Corp-A,106.RBLX,106
HLT,US,希尔顿酒店,106.HLT,106
VEEAW,US,Veea Inc Wt,105.VEEAW,105
MITT,US,AG Mortgage Investment Trust In,106.MITT,106
JCSE,US,佳益净科,105.JCSE,105
DTSQR,US,DT Cloud Star Acquisition Corp ,105.DTSQR,105
CELU,US,Celularity Inc-A,105.CELU,105
CODI_C,US,Compass Group Diversified Holdi,106.CODI_C,106
DPZ,US,达美乐比萨(US),105.DPZ,105
LSAF,US,LeaderShares AlphaFactor US Cor,107.LSAF,107
DT,US,Dynatrace Inc,106.DT,106
GWRE,US,Guidewire Software Inc,106.GWRE,106
BWMN,US,Bowman Consulting Group Ltd,105.BWMN,105
RIO,US,力拓(US),106.RIO,106
FTXN,US,First Trust Nasdaq Oil & Gas ET,105.FTXN,105
SPSM,US,SPDR Portfolio S&P 600 Small Ca,107.SPSM,107
NCLH,US,挪威邮轮,106.NCLH,106
BHFAM,US,Brighthouse Financial Inc Serie,105.BHFAM,105
BPAY,US,iShares FinTech Active ETF,107.BPAY,107
NXDT_A,US,NexPoint Diversified Real Estat,106.NXDT_A,106
SHOO,US,史蒂夫·马登,105.SHOO,105
LILA,US,Liberty Latin America Ltd-A,105.LILA,105
ICHR,US,Ichor Holdings Ltd,105.ICHR,105
CASS,US,卡斯信息系统,105.CASS,105
LUV,US,西南航空,106.LUV,106
RGNX,US,REGENXBIO Inc,105.RGNX,105
HAL,US,哈里伯顿,106.HAL,106
ISCV,US,iShares Morningstar Small-Cap V,107.ISCV,107
FAD,US,First Trust Multi Cap Growth Al,105.FAD,105
TILE,US,Interface Inc,105.TILE,105
TG,US,特里迪加,106.TG,106
JPMO,US,YieldMax JPM Option Income Stra,107.JPMO,107
DSGX,US,笛卡尔物流系统集团,105.DSGX,105
FNCL,US,Fidelity MSCI Financials Index ,107.FNCL,107
CB,US,安达保险,106.CB,106
EXP,US,Eagle Materials Inc,106.EXP,106
PLTR,US,Palantir Technologies Inc-A,105.PLTR,105
CWS,US,AdvisorShares Focused Equity ET,107.CWS,107
PLBC,US,Plumas Bancorp,105.PLBC,105
