symbol,market,name,em_code,em_id
BTA,US,BlackRock Long-Term Municipal A,106.BTA,106
EFG,US,iShares MSCI EAFE Growth ETF,107.EFG,107
COM,US,Direxion Auspice Broad Commodit,107.COM,107
NMI,US,Nuveen Municipal Income Fund,106.NMI,106
DESP,US,Despegar.com Corp,106.DESP,106
FNOV,US,FT Cboe Vest U.S. Equity Buffer,107.FNOV,107
ILTB,US,iShares Core 10+ Year USD Bond ,107.ILTB,107
DFNM,US,Dimensional National Municipal ,107.DFNM,107
RILA,US,Indexperts Gorilla Aggressive G,107.RILA,107
ACSI,US,American Customer Satisfaction ,107.ACSI,107
EVAV,US,两倍做多电动和自动驾驶汽车ETF-D,107.EVAV,107
TLTP,US,Amplify Bloomberg U.S. Treasury,107.TLTP,107
LLDR,US,Global X Long-Term Treasury Lad,107.LLDR,107
RSG,US,共和废品处理,106.RSG,106
NTWOU,US,Newbury Street II Acquisition C,105.NTWOU,105
NYXH,US,Nyxoah SA,105.NYXH,105
PBJA,US,PGIM US Large-Cap Buffer 20 ETF,107.PBJA,107
RWAYL,US,Runway Growth Finance Corp Note,105.RWAYL,105
JMHI,US,JPMorgan High Yield Municipal E,107.JMHI,107
FMB,US,First Trust Managed Municipal E,105.FMB,105
QLTI,US,GMO International Quality ETF,107.QLTI,107
DFSB,US,Dimensional Global Sustainabili,107.DFSB,107
LRGG,US,Macquarie Focused Large Growth ,107.LRGG,107
NABL,US,N-able Inc,106.NABL,106
TFI,US,SPDR Nuveen Bloomberg Municipal,107.TFI,107
JPXN,US,iShares JPX-Nikkei 400 ETF,107.JPXN,107
PMIO,US,PGIM Municipal Income Opportuni,107.PMIO,107
GMUB,US,Goldman Sachs Municipal Income ,107.GMUB,107
EVIM,US,Eaton Vance Intermediate Munici,107.EVIM,107
PLL,US,Piedmont Lithium Inc,105.PLL,105
HEDJ,US,欧洲证券汇率对冲ETF-WisdomTree,107.HEDJ,107
ECC,US,Eagle Point Credit Co Inc,106.ECC,106
BAMO,US,Brookstone Opportunities ETF,107.BAMO,107
COMT,US,iShares GSCI Commodity Dynamic ,105.COMT,105
BAMY,US,Brookstone Yield ETF,107.BAMY,107
MUB,US,美国市政债ETF-iShares,107.MUB,107
GQI,US,Natixis Gateway Quality Income ,107.GQI,107
USCA,US,Xtrackers MSCI USA Climate Acti,107.USCA,107
YQQQ,US,YieldMaxTM Short N100 Option In,105.YQQQ,105
HLAL,US,Wahed FTSE USA Shariah ETF,105.HLAL,105
QSR,US,餐饮品牌国际,106.QSR,106
NAUG,US,Innovator Growth-100 Power Buff,107.NAUG,107
QQQI,US,NEOS Nasdaq-100 High Income ETF,105.QQQI,105
SPXX,US,Nuveen S&P 500 Dynamic Overwrit,106.SPXX,106
LFDR,US,Stone Ridge Durable Income ETF,107.LFDR,107
FDTS,US,First Trust Developed Markets e,105.FDTS,105
BAMG,US,Brookstone Growth Stock ETF,107.BAMG,107
PSCQ,US,Pacer Swan SOS Conservative (Oc,107.PSCQ,107
GAM,US,General American Investors Co I,106.GAM,106
AOD,US,abrdn Total Dynamic Dividend Fu,106.AOD,106
FARX,US,Frontier Asset Absolute Return ,107.FARX,107
RY,US,加拿大皇家银行,106.RY,106
RCC,US,Ready Capital Corp Notes,106.RCC,106
CARS,US,Cars.com,106.CARS,106
UBND,US,VictoryShares Core Plus Interme,105.UBND,105
NCA,US,Nuveen California Municipal Val,106.NCA,106
CIMN,US,Chimera Investment Corp Notes,106.CIMN,106
FIGB,US,Fidelity Investment Grade Bond ,107.FIGB,107
MKTX,US,MarketAxess Holdings Inc,105.MKTX,105
ECAT,US,BlackRock ESG Capital Allocatio,106.ECAT,106
EIIA,US,Eagle Point Institutional Incom,106.EIIA,106
BEPJ,US,Brookfield BRP Holdings (Canada,106.BEPJ,106
ARGO_A,US,Argo Group International Holdin,106.ARGO_A,106
BSMV,US,Invesco BulletShares 2031 Munic,105.BSMV,105
VTEB,US,免税债券指数ETF-Vanguard,107.VTEB,107
ACHR,US,Archer Aviation Inc-A,106.ACHR,106
PLPC,US,Preformed Line Products Co,105.PLPC,105
GSJY,US,Goldman Sachs ActiveBeta Japan ,107.GSJY,107
CDEI,US,Calvert US Large-Cap Diversity ,107.CDEI,107
REW,US,ProShares UltraShort Technology,107.REW,107
UPST,US,Upstart Holdings Inc,105.UPST,105
BUFG,US,FT Cboe Vest Buffered Allocatio,107.BUFG,107
PML,US,PIMCO Municipal Income Fund II,106.PML,106
FLIA,US,Franklin International Aggregat,107.FLIA,107
RINF,US,ProShares Inflation Expectation,107.RINF,107
DJP,US,大宗商品ETN-iPath,107.DJP,107
PCH,US,PotlatchDeltic Corp,105.PCH,105
JEPQ,US,纳斯达克股票溢价收益ETF-JPMorga,105.JEPQ,105
HNW,US,Pioneer Diversified High Income,107.HNW,107
GOOD,US,格拉德斯通商业,105.GOOD,105
FLHY,US,Franklin High Yield Corporate E,107.FLHY,107
CAAS,US,中汽系统,105.CAAS,105
NAPR,US,Innovator Growth-100 Power Buff,107.NAPR,107
FFC,US,Flaherty & Crumrine Preferred a,106.FFC,106
HOLX,US,豪洛捷,105.HOLX,105
MBND,US,SPDR Nuveen Municipal Bond ETF,107.MBND,107
PFIG,US,Invesco Fundamental Investment ,107.PFIG,107
HYXF,US,iShares ESG Advanced High Yield,105.HYXF,105
GIII,US,G-III Apparel Group Ltd,105.GIII,105
ZGN,US,Ermenegildo Zegna NV,106.ZGN,106
PHDG,US,Invesco S&P 500 Downside Hedged,107.PHDG,107
BBLB,US,JPMorgan BetaBuilders U.S. Trea,107.BBLB,107
XPOF,US,Xponential Fitness Inc-A,106.XPOF,106
BMBL,US,Bumble Inc-A,105.BMBL,105
CIM_D,US,Chimera Investment Corp Series ,106.CIM_D,106
SPIN,US,SPDR SSGA US Equity Premium Inc,107.SPIN,107
NFLT,US,Virtus Newfleet Multi-Sector Bo,107.NFLT,107
CDR_C,US,Cedar Realty Trust Inc Series C,106.CDR_C,106
FDIS,US,Fidelity MSCI Consumer Discreti,107.FDIS,107
QHDG,US,Innovator Hedged Nasdaq-100 ETF,105.QHDG,105
PFN,US,PIMCO Income Strategy Fund II,106.PFN,106
CDP,US,COPT Defense Properties,106.CDP,106
IBIJ,US,iShares iBonds Oct 2033 Term TI,107.IBIJ,107
NXP,US,Nuveen Select Tax-Free Income P,106.NXP,106
CHMI_A,US,Cherry Hill Mortgage Investment,106.CHMI_A,106
UGE,US,ProShares Ultra Consumer Staple,107.UGE,107
BRDG,US,Bridge Investment Group Holding,106.BRDG,106
RNRG,US,Global X Renewable Energy Produ,105.RNRG,105
GGRW,US,Gabelli Growth Innovators ETF,107.GGRW,107
PQJA,US,PGIM Nasdaq-100 Buffer 12 ETF -,105.PQJA,105
CFBK,US,CF Bankshares Inc,105.CFBK,105
QMMY,US,FT Vest Nasdaq-100 Moderate Buf,107.QMMY,107
METCZ,US,Ramaco Resources Inc Note,105.METCZ,105
PTY,US,PIMCO Corporate & Income Opport,106.PTY,106
BULD,US,Pacer BlueStar Engineering the ,105.BULD,105
VTES,US,Vanguard Short-Term Tax-Exempt ,107.VTES,107
QNST,US,QuinStreet Inc,105.QNST,105
BLW,US,BlackRock Limited Duration Inco,106.BLW,106
UTWY,US,US Treasury 20 Year Bond ETF,105.UTWY,105
REG,US,Regency Centers Corp,105.REG,105
CPLB,US,NYLI MacKay Core Plus Bond ETF,107.CPLB,107
MOH,US,Molina Healthcare Inc,106.MOH,106
NRO,US,Neuberger Berman Real Estate Se,107.NRO,107
ACXP,US,Acurx Pharmaceuticals Inc,105.ACXP,105
QTOC,US,Innovator Growth Accelerated Pl,107.QTOC,107
SZK,US,ProShares UltraShort Consumer S,107.SZK,107
NRDS,US,NerdWallet Inc-A,105.NRDS,105
STXG,US,Strive 1000 Growth ETF,106.STXG,106
ROMO,US,Strategy Shares Newfound/ReSolv,107.ROMO,107
KPLT,US,Katapult Holdings Inc,105.KPLT,105
SMB,US,VanEck ETF Trust VanEck Short M,107.SMB,107
WINC,US,Western Asset Short Duration In,105.WINC,105
GDYN,US,Grid Dynamics Holdings Inc,105.GDYN,105
IYC,US,iShares U.S. Consumer Discretio,107.IYC,107
IBGA,US,iShares iBonds Dec 2044 Term Tr,105.IBGA,105
SHOP,US,Shopify Inc-A,106.SHOP,106
TKC,US,土耳其移动通信,106.TKC,106
LIAP,US,Stone Ridge 2057 Inflation-Prot,107.LIAP,107
EA,US,艺电,105.EA,105
VGLT,US,Vanguard Long-Term Treasury ETF,105.VGLT,105
GLQ,US,Clough Global Equity Fund,107.GLQ,107
JGRO,US,JPMorgan Active Growth ETF,107.JGRO,107
MCI,US,Barings Corporate Investors,106.MCI,106
SDS,US,二倍做空标普500ETF-ProShares,107.SDS,107
ABT,US,雅培,106.ABT,106
TLTI,US,NEOS Enhanced Income 20+ Year T,107.TLTI,107
VEMY,US,Virtus Stone Harbor Emerging Ma,107.VEMY,107
TFJL,US,Innovator 20+ Year Treasury Bon,107.TFJL,107
QSWN,US,Amplify BlackSwan Tech & Treasu,107.QSWN,107
NYF,US,iShares New York Muni Bond ETF,107.NYF,107
FDS,US,辉盛研究系统,106.FDS,106
SAY,US,Saratoga Investment Corp Notes,106.SAY,106
VYX,US,NCR Voyix Corp,106.VYX,106
LIAQ,US,Stone Ridge 2058 Inflation-Prot,107.LIAQ,107
FFND,US,The Future Fund Active ETF,107.FFND,107
PVLA,US,Palvella Therapeutics Inc,105.PVLA,105
LYFT,US,Lyft Inc-A,105.LYFT,105
TLH,US,10-20年国债ETF-iShares,107.TLH,107
RIGS,US,RiverFront Strategic Income Fun,107.RIGS,107
GJAN,US,FT Cboe Vest U.S. Equity Modera,107.GJAN,107
BPH,US,BP plc ADRhedged,107.BPH,107
SPTL,US,SPDR Portfolio Long Term Treasu,107.SPTL,107
HTAB,US,Hartford Schroders Tax-Aware Bo,107.HTAB,107
SCMB,US,Schwab Municipal Bond ETF,107.SCMB,107
HTUS,US,Hull Tactical US ETF,107.HTUS,107
INAB,US,IN8bio Inc,105.INAB,105
XFLT_A,US,XAI Octagon Floating Rate & Alt,106.XFLT_A,106
ENX,US,Eaton Vance New York Municipal ,107.ENX,107
SPYT,US,Defiance S&P 500 Target Income ,107.SPYT,107
IBMP,US,iShares iBonds Dec 2027 Term Mu,107.IBMP,107
IBMQ,US,iShares iBonds Dec 2028 Term Mu,107.IBMQ,107
IIPR_A,US,Innovative Industrial Propertie,106.IIPR_A,106
CGHM,US,Capital Group Municipal High-In,107.CGHM,107
MSBIP,US,Midland States Bancorp Inc Pfd,105.MSBIP,105
SNCRL,US,Synchronoss Technologies Note,105.SNCRL,105
FTGC,US,First Trust Global Tactical Com,105.FTGC,105
ISRG,US,直觉外科,105.ISRG,105
WOMN,US,Impact Shares YWCA Women’s Emp,107.WOMN,107
JAZZ,US,爵士制药,105.JAZZ,105
PACK,US,Ranpak Holdings Corp-A,106.PACK,106
QBUF,US,Innovator Nasdaq-100 10 Buffer ,105.QBUF,105
USOI,US,ETRACS Crude Oil Shares Covered,105.USOI,105
FCRX,US,Crescent Capital BDC Inc Note,106.FCRX,106
TLT,US,美国国债20年+ETF-iShares,105.TLT,105
LEO,US,BNY Mellon Strategic Municipals,106.LEO,106
MEGI,US,NYLI CBRE Global Infrastructure,106.MEGI,106
CCRN,US,Cross Country Healthcare Inc,105.CCRN,105
BDX,US,碧迪医疗,106.BDX,106
PAVM,US,PAVmed Inc,105.PAVM,105
FMHI,US,First Trust Municipal High Inco,105.FMHI,105
LAMR,US,拉马尔户外广告,105.LAMR,105
RSF,US,RiverNorth Capital and Income F,106.RSF,106
DBEF,US,Xtrackers MSCI EAFE Hedged Equi,107.DBEF,107
RGR,US,斯特姆-鲁格,106.RGR,106
BBJP,US,JPMorgan BetaBuilders Japan ETF,107.BBJP,107
FXY,US,日元ETF-CurrencyShares,107.FXY,107
CNH,US,CNH Industrial NV,106.CNH,106
DSM,US,BNY Mellon Strategic Municipal ,106.DSM,106
USCL,US,iShares Climate Conscious & Tra,105.USCL,105
LEVI,US,李维斯,106.LEVI,106
EFC_A,US,Ellington Financial Inc Series ,106.EFC_A,106
QQQA,US,Nasdaq-100 Dorsey Wright Moment,105.QQQA,105
EQIX,US,易昆尼克斯,105.EQIX,105
WM,US,美国废物管理,106.WM,106
CLST,US,Catalyst Bancorp Inc,105.CLST,105
FCAL,US,First Trust California Municipa,105.FCAL,105
CHY,US,Calamos Convertible and High In,105.CHY,105
HKND,US,Humankind US Stock ETF,107.HKND,107
QYLE,US,Global X Nasdaq 100 ESG Covered,105.QYLE,105
PCYO,US,Pure Cycle Corp,105.PCYO,105
WRB_H,US,W. R. Berkley Corp Debentures,106.WRB_H,106
NWLG,US,Nuveen Winslow Large-Cap Growth,107.NWLG,107
SPXN,US,ProShares S&P 500 Ex-Financials,107.SPXN,107
CAPE,US,DoubleLine Shiller CAPE U.S. Eq,107.CAPE,107
PYN,US,PIMCO New York Municipal Income,106.PYN,106
MNBD,US,ALPS Intermediate Municipal Bon,107.MNBD,107
KMLM,US,KraneShares Mount Lucas Managed,107.KMLM,107
CM,US,加拿大帝国商业银行,106.CM,106
GNT,US,"GAMCO Natural Resources, Gold &",106.GNT,106
DENN,US,Denny’s Corp,105.DENN,105
BHFAL,US,Brighthouse Financial Inc Deben,105.BHFAL,105
DJAN,US,FT Cboe Vest U.S. Equity Deep B,107.DJAN,107
PSCH,US,Invesco S&P SmallCap Health Car,105.PSCH,105
HSCZ,US,iShares Currency Hedged MSCI EA,107.HSCZ,107
TAXF,US,American Century Diversified Mu,107.TAXF,107
RMOP,US,Rockefeller Opportunistic Munic,107.RMOP,107
BSMW,US,Invesco BulletShares 2032 Munic,105.BSMW,105
IAGG,US,iShares International Aggregate,107.IAGG,107
EOT,US,Eaton Vance National Municipal ,106.EOT,106
ATFV,US,Alger 35 ETF,107.ATFV,107
QCOC,US,FT Vest Nasdaq-100 Conservative,107.QCOC,107
FINE,US,Themes European Luxury ETF,105.FINE,105
ACP_A,US,abrdn Income Credit Strategies ,106.ACP_A,106
SJB,US,做空高收益债ETF-ProShares,107.SJB,107
BNDX,US,国际全债市指数ETF-Vanguard,105.BNDX,105
FOUR,US,Shift4 Payments Inc-A,106.FOUR,106
MFLX,US,First Trust Flexible Municipal ,105.MFLX,105
GAUZ,US,Gauzy Ltd,105.GAUZ,105
AFB,US,AllianceBernstein National Muni,106.AFB,106
BASE,US,Couchbase Inc,105.BASE,105
RGT,US,"Royce Global Trust, Inc.",106.RGT,106
DGX,US,奎斯特诊疗,106.DGX,106
XYL,US,赛莱默,106.XYL,106
NBJP,US,Neuberger Berman Japan Equity E,107.NBJP,107
PRMN,US,PlanRock Market Neutral Income ,107.PRMN,107
CMCSA,US,康卡斯特,105.CMCSA,105
VOOG,US,Vanguard S&P 500 Growth ETF,107.VOOG,107
ALTG_A,US,Alta Equipment Group Series A P,106.ALTG_A,106
DDT,US,Dillard's Inc Pfd of Dillard's ,106.DDT,106
JHMU,US,John Hancock Dynamic Municipal ,107.JHMU,107
ALF,US,Centurion Acquisition Corp-A,105.ALF,105
DISO,US,YieldMax DIS Option Income Stra,107.DISO,107
XLY,US,可选消费ETF-SPDR,107.XLY,107
QTAP,US,Innovator Growth Accelerated Pl,107.QTAP,107
AI,US,C3.ai Inc-A,106.AI,106
CARG,US,CarGurus Inc-A,105.CARG,105
CARY,US,Angel Oak Income ETF,105.CARY,105
GARP,US,iShares MSCI USA Quality GARP E,107.GARP,107
UTHY,US,US Treasury 30 Year Bond ETF,105.UTHY,105
TOTR,US,T. Rowe Price Total Return ETF,107.TOTR,107
GRFX,US,烯石电车新材料,107.GRFX,107
SWBI,US,Smith & Wesson Brands Inc,105.SWBI,105
EWJ,US,日本ETF-iShares MSCI,107.EWJ,107
MITT_C,US,AG Mortgage Investment Trust In,106.MITT_C,106
EAST,US,Eastside Distilling Inc,105.EAST,105
FYLD,US,Cambria Foreign Shareholder Yie,107.FYLD,107
UXOC,US,FT Vest U.S. Equity Uncapped Ac,107.UXOC,107
EDF,US,Virtus Stone Harbor Emerging Ma,106.EDF,106
BSCY,US,Invesco BulletShares 2034 Corpo,105.BSCY,105
DBE,US,Invesco DB Energy Fund,107.DBE,107
OXSQZ,US,Oxford Square Capital Corp Note,105.OXSQZ,105
RCB,US,Ready Capital Corp Notes,106.RCB,106
ZI,US,ZoomInfo Technologies Inc,105.ZI,105
FLCG,US,Federated Hermes MDT Large Cap ,107.FLCG,107
NZUS,US,SPDR MSCI USA Climate Paris Ali,105.NZUS,105
PHK,US,PIMCO High Income Fund,106.PHK,106
JFBR,US,Jeffs’ Brands Ltd,105.JFBR,105
UPBD,US,Upbound Group Inc,105.UPBD,105
MLP,US,毛伊岛菠萝食品,106.MLP,106
PEB_G,US,Pebblebrook Hotel Trust Series ,106.PEB_G,106
LRN,US,Stride Inc,106.LRN,106
GOVZ,US,iShares 25+ Year Treasury STRIP,107.GOVZ,107
FISK,US,Empire State Realty Op LP Serie,107.FISK,107
LALT,US,First Trust Multi-Strategy Alte,107.LALT,107
LIAV,US,Stone Ridge 2061 Inflation-Prot,107.LIAV,107
KTF,US,DWS Municipal Income Trust,106.KTF,106
KTB,US,Kontoor Brands Inc,106.KTB,106
FLJP,US,Franklin FTSE Japan ETF,107.FLJP,107
LTPZ,US,PIMCO 15 Year US TIPS Index ETF,107.LTPZ,107
SPPP,US,Sprott Physical Platinum & Pall,107.SPPP,107
CING,US,Cingulate Inc,105.CING,105
CTEC,US,Global X CleanTech ETF,105.CTEC,105
FOLD,US,爱美医疗,105.FOLD,105
ETN,US,伊顿,106.ETN,106
ZTAX,US,X-Square Municipal Income ETF,107.ZTAX,107
IHF,US,iShares U.S. Health Care Provid,107.IHF,107
HDRO,US,Defiance Next Gen H2 ETF,107.HDRO,107
SPCZ,US,RiverNorth Enhanced Pre-Merger ,107.SPCZ,107
ETJ,US,Eaton Vance Risk-Managed Divers,106.ETJ,106
ITM,US,VanEck ETF Trust VanEck Interme,107.ITM,107
NUW,US,Nuveen AMT-Free Municipal Value,106.NUW,106
XTWY,US,BondBloxx Bloomberg Twenty Year,107.XTWY,107
NMS,US,Nuveen Minnesota Quality Munici,106.NMS,106
RC_E,US,Ready Capital Corp Series E Pfd,106.RC_E,106
FLSA,US,Franklin FTSE Saudi Arabia ETF,107.FLSA,107
NULG,US,Nuveen ESG Large-Cap Growth ETF,107.NULG,107
BK,US,纽约梅隆银行,106.BK,106
BCOV,US,布莱克维,105.BCOV,105
REYN,US,Reynolds Consumer Products Inc,105.REYN,105
IVW,US,标普500成长股ETF-iShares,107.IVW,107
BHV,US,BlackRock Virginia Municipal Bo,106.BHV,106
BSMU,US,Invesco BulletShares 2030 Munic,105.BSMU,105
PMF,US,PIMCO Municipal Income Fund,106.PMF,106
OEF,US,标普100ETF-iShares,107.OEF,107
DFGX,US,Dimensional Global ex US Core F,105.DFGX,105
RVRB,US,Reverb ETF,107.RVRB,107
HWH,US,HWH International Inc,105.HWH,105
SOUN,US,SoundHound AI Inc-A,105.SOUN,105
HMOP,US,Hartford Municipal Opportunitie,107.HMOP,107
GLOP_C,US,GasLog Partners LP Series C Pfd,106.GLOP_C,106
SEPN,US,Septerna Inc,105.SEPN,105
MBCC,US,Monarch Blue Chips Core ETF,107.MBCC,107
AMH_H,US,American Homes 4 Rent Series H ,106.AMH_H,106
RCS,US,PIMCO Strategic Income Fund,106.RCS,106
ITCI,US,Intra-Cellular Therapies Inc,105.ITCI,105
AQLT,US,iShares MSCI Global Quality Fac,107.AQLT,107
NPV,US,Nuveen Virginia Quality Municip,106.NPV,106
FMET,US,Fidelity Metaverse ETF,105.FMET,105
QLD,US,二倍做多纳斯达克100ETF,107.QLD,107
REX,US,REX American Resources Corp,106.REX,106
HYMB,US,SPDR Nuveen Bloomberg High Yiel,107.HYMB,107
GAIA,US,Gaia Inc-A,105.GAIA,105
MSTB,US,LHA Market State Tactical Beta ,107.MSTB,107
MSGS,US,麦迪逊广场花园体育,106.MSGS,106
BVFL,US,BV Financial Inc,105.BVFL,105
FFLG,US,Fidelity Fundamental Large Cap ,107.FFLG,107
AFCG,US,Advanced Flower Capital Inc,105.AFCG,105
JJSF,US,JJSF食品,105.JJSF,105
SPYG,US,SPDR Portfolio S&P 500 Growth E,107.SPYG,107
GAINL,US,Gladstone Investment Corp Notes,105.GAINL,105
TRX,US,TRX Gold Corp,107.TRX,107
KHC,US,卡夫亨氏,105.KHC,105
DDC,US,日日煮,107.DDC,107
GDL,US,The GDL Fund,106.GDL,106
FER,US,Ferrovial SE,105.FER,105
LANDM,US,Gladstone Land Corp Series D Pf,105.LANDM,105
NNY,US,Nuveen New York Municipal Value,106.NNY,106
ARMP,US,Armata Pharmaceuticals Inc,107.ARMP,107
G,US,简柏特,106.G,106
EICA,US,Eagle Point Income Co Inc Serie,106.EICA,106
MINO,US,PIMCO Municipal Income Opportun,107.MINO,107
TTEC,US,TTEC Holdings Inc,105.TTEC,105
MHUA,US,美华国际医疗,105.MHUA,105
GSM,US,Ferroglobe PLC,105.GSM,105
ONEQ,US,Fidelity Nasdaq Composite Index,105.ONEQ,105
BTOC,US,Armlogi Holding Corp,105.BTOC,105
DH,US,Definitive Healthcare Corp-A,105.DH,105
SJM,US,JM斯马克,106.SJM,106
ONLN,US,ProShares Online Retail ETF,107.ONLN,107
GF,US,The New Germany Fund,106.GF,106
SPCX,US,The SPAC and New Issue ETF,105.SPCX,105
MX,US,MagnaChip Semiconductor Corp,106.MX,106
THQ,US,Tekla Healthcare Opportunities ,106.THQ,106
JCE,US,Nuveen Core Equity Alpha Fund,106.JCE,106
SAWG,US,AAM Sawgrass U.S. Large Cap Qua,107.SAWG,107
QQH,US,HCM Defender 100 Index ETF,107.QQH,107
SPXU,US,三倍做空标普500ETF-ProShares,107.SPXU,107
PAXS,US,PIMCO Access Income Fund,106.PAXS,106
IBGK,US,iShares iBonds Dec 2054 Term Tr,105.IBGK,105
AVGO,US,博通,105.AVGO,105
QQMG,US,Invesco ESG NASDAQ 100 ETF,105.QQMG,105
GSG,US,大宗商品指数ETF-iShares GSCI,107.GSG,107
BRW,US,Saba Capital Income & Opportuni,106.BRW,106
GB,US,Global Blue Group Holding AG,106.GB,106
SPHR,US,Sphere Entertainment Co-A,106.SPHR,106
BRX,US,Brixmor Property Group Inc,106.BRX,106
MINN,US,Mairs & Power Minnesota Municip,107.MINN,107
VRSN,US,威瑞信,105.VRSN,105
CHI,US,Calamos Convertible Opportuniti,105.CHI,105
PIT,US,VanEck Commodity Strategy ETF,107.PIT,107
MAX,US,MediaAlpha Inc-A,106.MAX,106
QFLR,US,Innovator Nasdaq-100 Managed Fl,107.QFLR,107
MHLA,US,Maiden Holdings Ltd Notes,106.MHLA,106
KLXY,US,KraneShares Global Luxury Index,107.KLXY,107
KBR,US,KBR科技,106.KBR,106
BAB,US,Invesco Taxable Municipal Bond ,107.BAB,107
TSYY,US,GraniteShares YieldBOOST TSLA E,105.TSYY,105
FMF,US,First Trust Managed Futures Str,107.FMF,107
KIM,US,金克地产,106.KIM,106
IZTC,US,Invizyne Technologies Inc,105.IZTC,105
HG,US,Hamilton Insurance Group Ltd-B,106.HG,106
INVE,US,单片机微系统,105.INVE,105
HON,US,霍尼韦尔(US),105.HON,105
UNB,US,联合银行,105.UNB,105
ELLO,US,Ellomay Capital Ltd,107.ELLO,107
GLADZ,US,Gladstone Capital Corp Notes,105.GLADZ,105
FFLS,US,The Future Fund Long/Short ETF,107.FFLS,107
BAMB,US,Brookstone Intermediate Bond ET,107.BAMB,107
GHMS,US,Goose Hollow Multi-Strategy Inc,107.GHMS,107
NBGX,US,Neuberger Berman Growth ETF,107.NBGX,107
AAA,US,Alternative Access First Priori,107.AAA,107
TRTX_C,US,TPG RE Finance Trust Inc Series,106.TRTX_C,106
BSL,US,Blackstone Senior Floating Rate,106.BSL,106
BRLN,US,iShares Floating Rate Loan Acti,107.BRLN,107
LBRDP,US,Liberty Broadband Corp Series A,105.LBRDP,105
QCLR,US,Global X NASDAQ 100 Collar 95-1,105.QCLR,105
UG,US,United-Guardian Inc,105.UG,105
LRGE,US,ClearBridge Large Cap Growth ES,105.LRGE,105
HIYS,US,Invesco High Yield Select ETF,107.HIYS,107
NGG,US,英国国家电网,106.NGG,106
LITP,US,Sprott Lithium Miners ETF,105.LITP,105
LNKB,US,LINKBANCORP Inc,105.LNKB,105
WTMF,US,WisdomTree Managed Futures Stra,107.WTMF,107
EEFT,US,嘉银通,105.EEFT,105
TBLA,US,Taboola.com Ltd,105.TBLA,105
BEAG,US,Bold Eagle Acquisition Corp-A,105.BEAG,105
DVQQ,US,WEBs Defined Volatility QQQ ETF,105.DVQQ,105
BSMY,US,Invesco BulletShares 2034 Munic,105.BSMY,105
MHN,US,BlackRock MuniHoldings New York,106.MHN,106
TBB,US,AT&T Inc Notes,106.TBB,106
SHG,US,新韩金融,106.SHG,106
ESEA,US,Euroseas Ltd,105.ESEA,105
RFIX,US,Simplify Downside Interest Rate,107.RFIX,107
PLTK,US,Playtika Holding Corp,105.PLTK,105
IOO,US,iShares Global 100 ETF,107.IOO,107
RSBT,US,Return Stacked Bonds & Managed ,107.RSBT,107
HART,US,NYLI Healthy Hearts ETF,107.HART,107
MRSK,US,Toews Agility Shares Managed Ri,107.MRSK,107
TGRT,US,T. Rowe Price Growth ETF,107.TGRT,107
MSTQ,US,LHA Market State Tactical Q ETF,107.MSTQ,107
RDVT,US,Red Violet Inc,105.RDVT,105
CGGR,US,Capital Group Growth ETF,107.CGGR,107
CANQ,US,Calamos Alternative Nasdaq & Bo,105.CANQ,105
TMF,US,三倍做多20年+国债ETF-Direxion,107.TMF,107
CMPS,US,COMPASS Pathways plc ADR,105.CMPS,105
EWM,US,马来西亚ETF-iShares MSCI,107.EWM,107
EDOC,US,Global X Telemedicine & Digital,105.EDOC,105
ILCG,US,iShares Morningstar Growth ETF,107.ILCG,107
ASTC,US,Astrotech Corp,105.ASTC,105
RNW,US,ReNew Energy Global plc-A,105.RNW,105
QQQP,US,Tradr 2X Long Triple Q Quarterl,105.QQQP,105
SYNA,US,Synaptics Inc,105.SYNA,105
TMFE,US,Motley Fool Capital Efficiency ,107.TMFE,107
TSN,US,泰森食品,106.TSN,106
GIB,US,CGI Inc,106.GIB,106
OKLO,US,Oklo Inc-A,106.OKLO,106
SB_C,US,Safe Bulkers Inc Series C Pfd,106.SB_C,106
MTR,US,Mesa Royalty Trust,106.MTR,106
XHS,US,SPDR S&P Health Care Services E,107.XHS,107
HAPI,US,Harbor Corporate Culture ETF,107.HAPI,107
CARK,US,CastleArk Large Growth ETF,107.CARK,107
GGUS,US,Goldman Sachs MarketBeta Russel,107.GGUS,107
MSFO,US,YieldMax MSFT Option Income Str,107.MSFO,107
MLNK,US,MeridianLink Inc,106.MLNK,106
YBIT,US,YieldMax Bitcoin Option Income ,107.YBIT,107
EIC,US,Eagle Point Income Co Inc,106.EIC,106
EWCZ,US,European Wax Center Inc-A,105.EWCZ,105
AGEN,US,艾吉纳斯,105.AGEN,105
BIRK,US,Birkenstock Holding plc,106.BIRK,106
FLMB,US,Franklin Municipal Green Bond E,107.FLMB,107
CMF,US,iShares California Muni Bond ET,107.CMF,107
QPX,US,AdvisorShares Q Dynamic Growth ,107.QPX,107
BKHAU,US,Black Hawk Acquisition Corp Uni,105.BKHAU,105
AMZN,US,亚马逊,105.AMZN,105
NYMTM,US,New York Mortgage Trust Inc Ser,105.NYMTM,105
OSS,US,One Stop Systems Inc,105.OSS,105
LPTX,US,Leap Therapeutics Inc,105.LPTX,105
IWFG,US,NYLI Winslow Focused Large Cap ,107.IWFG,107
VONG,US,Vanguard Russell 1000 Growth ET,105.VONG,105
HRZN,US,Horizon Technology Finance Corp,105.HRZN,105
